strain	date	accession	country	region
A/Arkansas/18/2019	2019-02-28	MK856585	USA	N
A/Arkansas/19/2017	2017-03-27	CY228741	USA	N
A/Arkansas/20/2017	2017-04-02	CY232594	USA	N
A/Arkansas/21/2017	2017-08-31	CY245158	USA	N
A/Arkansas/21/2019	2019-03-05	MK856593	USA	N
A/Arkansas/23/2017	2017-10-09	CY250515	USA	N
A/Arkansas/23/2019	2019-04-01	MN221701	USA	N
A/Arkansas/24/2017	2017-10-12	CY250523	USA	N
A/Arkansas/24/2019	2019-04-01	MN221709	USA	N
A/Arkansas/25/2017	2017-10-12	CY250531	USA	N
A/Arkansas/26/2019	2019-04-04	MN221717	USA	N
A/Arkansas/29/2017	2017-10-23	CY250699	USA	N
A/Arkansas/34/2017	2017-11-06	CY260130	USA	N
A/Arkansas/38/2017	2017-11-15	CY261113	USA	N
A/Arkansas/43/2017	2017-12-03	CY264131	USA	N
A/Arkansas/4503/2015	2015-01-16	CY193756	USA	N
A/Arkansas/47/2017	2017-12-28	MH081969	USA	N
A/Arkansas/6041/2017	2017-02-14	CY244153	USA	N
A/Arkansas/6042/2017	2017-02-21	CY244154	USA	N
A/Arkansas/6090/2017	2017-02-28	CY244202	USA	N
A/Arkansas/6093/2017	2017-03-09	CY244205	USA	N
A/Arkansas/6620/2018	2018-01-08	MH778968	USA	N
A/Arkansas/7119/2018	2018-02-08	MK400715	USA	N
A/Arkansas/7202/2018	2018-02-12	MK401368	USA	N
A/Arkansas/8574/2019	2019-02-05	MK869083	USA	N
A/Arkansas/9019/2019	2019-03-14	MN169126	USA	N
A/Asturias/26760/2016	2016-11-04	KY694983	Spain	N
A/Bahrain/NHRC-OID_ESX0121A/2018	2018-10-30	MK898970	Bahrain	N
A/Bahrain/NHRC-OID_ESX0123/2018	2018-10-31	MK898978	Bahrain	N
A/Bahrain/RVT0140/2018	2018-01-30	MH701020	Bahrain	N
A/Bahrain/RVT0142/2018	2018-02-05	MH701028	Bahrain	N
A/Bahrain/RVT0145/2018	2018-02-10	MH701036	Bahrain	N
A/Bahrain/RVT0147/2018	2018-02-16	MH701044	Bahrain	N
A/Baltimore/0148/2016	2016-04-09	KY615391	USA	N
A/Baltimore/0221/2017	2017-01-03	KY949688	USA	N
A/Baltimore/0223/2017	2017-01-05	KY950007	USA	N
A/Baltimore/0227/2017	2017-01-07	KY949992	USA	N
A/Baltimore/0230/2017	2017-01-09	KY950141	USA	N
A/Baltimore/0233/2017	2017-01-10	KY950201	USA	N
A/Baltimore/0238/2017	2017-01-20	KY949986	USA	N
A/Baltimore/0239/2017	2017-01-20	KY949711	USA	N
A/Baltimore/0244/2017	2017-01-24	KY949788	USA	N
A/Baltimore/0247/2017	2017-01-25	KY949989	USA	N
A/Baltimore/0252/2017	2017-01-27	KY949928	USA	N
A/Baltimore/0253/2017	2017-01-29	KY949651	USA	N
A/Baltimore/0256/2017	2017-01-30	KY950063	USA	N
A/Baltimore/0257/2017	2017-01-30	KY950053	USA	N
A/Baltimore/0261/2017	2017-01-31	KY949661	USA	N
A/Baltimore/0262/2017	2017-01-31	KY949955	USA	N
A/Baltimore/0281/2017	2017-02-06	KY950099	USA	N
A/Baltimore/0289/2017	2017-02-08	KY950120	USA	N
A/Baltimore/0293/2017	2017-02-09	KY949900	USA	N
A/Baltimore/0295/2017	2017-02-09	KY949978	USA	N
A/Baltimore/0301/2017	2017-02-12	KY949820	USA	N
A/Baltimore/0303/2017	2017-02-13	KY949985	USA	N
A/Baltimore/0304/2017	2017-02-13	KY949831	USA	N
A/Baltimore/0306/2017	2017-02-14	KY950048	USA	N
A/Baltimore/0307/2017	2017-02-14	KY950005	USA	N
A/Baltimore/0311/2017	2017-02-14	KY949821	USA	N
A/Baltimore/P0005/2015	2015-01-13	KY487568	USA	N
A/Baltimore/P0040/2015	2015-01-08	KY487559	USA	N
A/Baltimore/P0052/2015	2015-01-09	KY487159	USA	N
A/Baltimore/P0111/2017	2017-03-28	MH637485	USA	N
A/Baltimore/P0145/2017	2017-04-06	MH637731	USA	N
A/Baltimore/P0213/2017	2017-12-14	MH637655	USA	N
A/Baltimore/P0215/2017	2017-12-15	MH637795	USA	N
A/Baltimore/P0222/2017	2017-12-20	MH637594	USA	N
A/Baltimore/P0224/2017	2017-12-21	MH637653	USA	N
A/Baltimore/P0225/2017	2017-12-21	MH637724	USA	N
A/Baltimore/P0227/2017	2017-12-21	MH637444	USA	N
A/Baltimore/P0228/2017	2017-12-22	MH637470	USA	N
A/Baltimore/P0230/2017	2017-12-27	MH637598	USA	N
A/Baltimore/P0232/2018	2018-01-02	MH637468	USA	N
A/Baltimore/P0234/2018	2018-01-03	MH637503	USA	N
A/Baltimore/P0238/2018	2018-01-08	MH637494	USA	N
A/Baltimore/P0239/2018	2018-01-08	MH637474	USA	N
A/Baltimore/P0241/2018	2018-01-10	MH637551	USA	N
A/Baltimore/P0244/2018	2018-01-11	MH637711	USA	N
A/Baltimore/P0245/2018	2018-01-12	MH637734	USA	N
A/Baltimore/P0247/2018	2018-01-14	MH637757	USA	N
A/Baltimore/P0279/2018	2018-02-02	MH637677	USA	N
A/Baltimore/P0280/2018	2018-02-02	MH637792	USA	N
A/Baltimore/P0283/2018	2018-02-04	MH637681	USA	N
A/Baltimore/P0286/2018	2018-02-05	MH637645	USA	N
A/Baltimore/P0287/2018	2018-02-06	MH637438	USA	N
A/Baltimore/P0298/2018	2018-02-10	MH637471	USA	N
A/Baltimore/P0309/2018	2018-02-15	MH637793	USA	N
A/Bangkok/SI-MI01/2015	2015-02-19	KP877341	Thailand	T
A/Bangkok/SI-MI21/2015	2015-02-23	KP877361	Thailand	T
A/Bangkok/SI-MI22/2015	2015-02-23	KP877362	Thailand	T
A/Bangkok/SI-MI24/2015	2015-01-08	KP877364	Thailand	T
A/Bangkok/SI-MI25/2015	2015-01-19	KP877365	Thailand	T
A/Bangkok/SI-MI26/2015	2015-02-12	KP877366	Thailand	T
A/Bangkok/SI-MI27/2015	2015-02-24	KP877367	Thailand	T
A/Bangkok/SI-MI28/2015	2015-02-10	KP877368	Thailand	T
A/Bangkok/SI-MI29/2015	2015-02-11	KP877369	Thailand	T
A/Bangkok/SI-MI31/2015	2015-02-20	KP877371	Thailand	T
A/Bangkok/SI-MI32/2015	2015-02-25	KP877372	Thailand	T
A/Basel/USB001428.4/2016	2016-12-23	MN299965	Switzerland	N
A/Basel/USB001429.4/2016	2016-12-23	MN299967	Switzerland	N
A/Basel/USB001430.4/2016	2016-12-23	MN299968	Switzerland	N
A/Basel/USB001433.4/2016	2016-12-25	MN299980	Switzerland	N
A/Basel/USB001434.4/2016	2016-12-23	MN299973	Switzerland	N
A/Basel/USB001454.4/2016	2016-12-12	MN299941	Switzerland	N
A/Basel/USB001455.4/2016	2016-12-14	MN299942	Switzerland	N
A/Basel/USB001456.4/2016	2016-12-15	MN299945	Switzerland	N
A/Basel/USB001457.4/2016	2016-12-17	MN299946	Switzerland	N
A/Basel/USB001458.4/2016	2016-12-18	MN299947	Switzerland	N
A/Basel/USB001459.4/2016	2016-12-18	MN299949	Switzerland	N
A/Basel/USB001461.4/2016	2016-12-19	MN299952	Switzerland	N
A/Basel/USB001462.4/2016	2016-12-20	MN299954	Switzerland	N
A/Basel/USB001464.4/2016	2016-12-21	MN299958	Switzerland	N
A/Basel/USB001467.4/2016	2016-12-22	MN299963	Switzerland	N
A/Basel/USB001469.4/2016	2016-12-23	MN299972	Switzerland	N
A/Basel/USB001471.4/2016	2016-12-25	MN299983	Switzerland	N
A/Basel/USB001472.4/2016	2016-12-24	MN299975	Switzerland	N
A/Basel/USB001473.4/2016	2016-12-24	MN299976	Switzerland	N
A/Basel/USB001530.4/2016	2016-12-26	MN299990	Switzerland	N
A/Basel/USB001535.4/2016	2016-12-27	MN300007	Switzerland	N
A/Basel/USB001537.4/2016	2016-12-27	MN300004	Switzerland	N
A/Basel/USB001538.4/2016	2016-12-27	MN300001	Switzerland	N
A/Basel/USB001542.4/2016	2016-12-27	MN300008	Switzerland	N
A/Basel/USB001543.4/2016	2016-12-28	MN300013	Switzerland	N
A/Basel/USB001544.4/2016	2016-12-28	MN300017	Switzerland	N
A/Basel/USB001545.4/2016	2016-12-28	MN300020	Switzerland	N
A/Basel/USB001550.4/2016	2016-12-29	MN300022	Switzerland	N
A/Basel/USB001552.4/2016	2016-12-31	MN300041	Switzerland	N
A/Basel/USB001555.4/2016	2016-12-31	MN300038	Switzerland	N
A/Basel/USB001558.4/2016	2016-12-31	MN300046	Switzerland	N
A/Basel/USB001560.4/2016	2016-12-31	MN300045	Switzerland	N
A/Basel/USB001562.4/2016	2016-12-31	MN300048	Switzerland	N
A/Basel/USB001563.4/2017	2017-01-01	MN299483	Switzerland	N
A/Basel/USB001566.4/2017	2017-01-01	MN299487	Switzerland	N
A/Basel/USB001569.4/2017	2017-01-02	MN299493	Switzerland	N
A/Basel/USB001578.4/2017	2017-01-02	MN299499	Switzerland	N
A/Basel/USB001580.4/2017	2017-01-03	MN299505	Switzerland	N
A/Basel/USB001581.4/2017	2017-01-03	MN299506	Switzerland	N
A/Basel/USB001583.4/2017	2017-01-03	MN299511	Switzerland	N
A/Basel/USB001585.4/2017	2017-01-04	MN299540	Switzerland	N
A/Basel/USB001588.4/2017	2017-01-04	MN299518	Switzerland	N
A/Basel/USB001589.4/2017	2017-01-04	MN299519	Switzerland	N
A/Basel/USB001590.4/2017	2017-01-04	MN299523	Switzerland	N
A/Basel/USB001639.4/2017	2017-01-04	MN299531	Switzerland	N
A/Basel/USB001640.4/2017	2017-01-04	MN299541	Switzerland	N
A/Basel/USB001645.4/2017	2017-01-05	MN299548	Switzerland	N
A/Basel/USB001646.4/2017	2017-01-05	MN299551	Switzerland	N
A/Basel/USB001808.4/2017	2017-01-09	MN299623	Switzerland	N
A/Basel/USB001812.4/2017	2017-01-10	MN299628	Switzerland	N
A/Basel/USB001833.4/2016	2016-12-18	MN299948	Switzerland	N
A/Basel/USB001835.4/2016	2016-12-20	MN299953	Switzerland	N
A/Basel/USB001836.4/2016	2016-12-20	MN299955	Switzerland	N
A/Basel/USB001839.4/2016	2016-12-24	MN299978	Switzerland	N
A/Basel/USB002043.4/2016	2016-11-25	MN299938	Switzerland	N
A/Basel/USB002044.4/2016	2016-12-04	MN299939	Switzerland	N
A/Basel/USB002045.4/2016	2016-11-22	MN299937	Switzerland	N
A/Basel/USB002047.4/2016	2016-12-10	MN299940	Switzerland	N
A/Basel/USB002050.4/2016	2016-12-15	MN299943	Switzerland	N
A/Basel/USB002059.4/2016	2016-12-19	MN299951	Switzerland	N
A/Basel/USB002066.4/2016	2016-12-20	MN299956	Switzerland	N
A/Basel/USB002069.4/2016	2016-12-21	MN299959	Switzerland	N
A/Basel/USB002071.4/2016	2016-12-21	MN299961	Switzerland	N
A/Basel/USB002093.4/2016	2016-12-24	MN299977	Switzerland	N
A/Basel/USB002098.4/2016	2016-12-25	MN299987	Switzerland	N
A/Basel/USB002099.4/2016	2016-12-26	MN299991	Switzerland	N
A/Basel/USB002124.4/2016	2016-12-26	MN299996	Switzerland	N
A/Basel/USB002128.4/2016	2016-12-27	MN300005	Switzerland	N
A/Basel/USB002130.4/2016	2016-12-27	MN300003	Switzerland	N
A/Basel/USB002132.4/2016	2016-12-27	MN300002	Switzerland	N
A/Basel/USB002135.4/2016	2016-12-27	MN299999	Switzerland	N
A/Basel/USB002137.4/2016	2016-12-27	MN299998	Switzerland	N
A/Basel/USB002138.4/2016	2016-12-28	MN300016	Switzerland	N
A/Basel/USB002140.4/2016	2016-12-28	MN300010	Switzerland	N
A/Basel/USB002144.4/2016	2016-12-28	MN300012	Switzerland	N
A/Basel/USB002153.4/2016	2016-12-29	MN300021	Switzerland	N
A/Basel/USB002154.4/2016	2016-12-30	MN300033	Switzerland	N
A/Basel/USB002156.4/2016	2016-12-30	MN300032	Switzerland	N
A/Basel/USB002171.4/2016	2016-12-29	MN300025	Switzerland	N
A/Basel/USB002177.4/2016	2016-12-29	MN300028	Switzerland	N
A/Basel/USB002184.4/2016	2016-12-30	MN300034	Switzerland	N
A/Basel/USB002202.4/2016	2016-12-31	MN300049	Switzerland	N
A/Basel/USB002235.4/2017	2017-01-02	MN299494	Switzerland	N
A/Basel/USB002244.4/2017	2017-01-03	MN299501	Switzerland	N
A/Basel/USB002252.4/2017	2017-01-03	MN299508	Switzerland	N
A/Basel/USB002253.4/2017	2017-01-03	MN299509	Switzerland	N
A/Basel/USB002260.4/2017	2017-01-03	MN299507	Switzerland	N
A/Basel/USB002288.4/2017	2017-01-04	MN299529	Switzerland	N
A/Basel/USB002291.4/2017	2017-01-04	MN299527	Switzerland	N
A/Basel/USB002295.4/2017	2017-01-04	MN299532	Switzerland	N
A/Basel/USB002298.4/2017	2017-01-04	MN299528	Switzerland	N
A/Basel/USB002315.4/2017	2017-01-05	MN299552	Switzerland	N
A/Basel/USB002317.4/2017	2017-01-06	MN299557	Switzerland	N
A/Basel/USB002318.4/2017	2017-01-06	MN299558	Switzerland	N
A/Basel/USB002319.4/2017	2017-01-06	MN299559	Switzerland	N
A/Basel/USB002321.4/2017	2017-01-05	MN299555	Switzerland	N
A/Basel/USB002323.4/2017	2017-01-06	MN299562	Switzerland	N
A/Basel/USB002337.4/2017	2017-01-06	MN299563	Switzerland	N
A/Basel/USB002339.4/2017	2017-01-05	MN299556	Switzerland	N
A/Basel/USB002341.4/2017	2017-01-06	MN299565	Switzerland	N
A/Basel/USB002342.4/2017	2017-01-06	MN299566	Switzerland	N
A/Basel/USB002344.4/2017	2017-01-06	MN299570	Switzerland	N
A/Basel/USB002348.4/2017	2017-01-06	MN299568	Switzerland	N
A/Basel/USB002431.4/2017	2017-01-07	MN299574	Switzerland	N
A/Basel/USB002434.4/2017	2017-01-07	MN299575	Switzerland	N
A/Basel/USB002437.4/2017	2017-01-07	MN299578	Switzerland	N
A/Basel/USB002440.4/2017	2017-01-07	MN299580	Switzerland	N
A/Basel/USB002442.4/2017	2017-01-08	MN299584	Switzerland	N
A/Basel/USB002445.4/2017	2017-01-07	MN299587	Switzerland	N
A/Basel/USB002447.4/2017	2017-01-07	MN299589	Switzerland	N
A/Basel/USB002448.4/2017	2017-01-07	MN299590	Switzerland	N
A/Basel/USB002451.4/2017	2017-01-08	MN299602	Switzerland	N
A/Basel/USB002452.4/2017	2017-01-08	MN299583	Switzerland	N
A/Basel/USB002453.4/2017	2017-01-08	MN299601	Switzerland	N
A/Basel/USB002456.4/2017	2017-01-07	MN299585	Switzerland	N
A/Basel/USB002463.4/2017	2017-01-09	MN299605	Switzerland	N
A/Basel/USB002466.4/2017	2017-01-09	MN299608	Switzerland	N
A/Basel/USB002555.4/2017	2017-01-09	MN299604	Switzerland	N
A/Basel/USB002562.4/2017	2017-01-08	MN299593	Switzerland	N
A/Basel/USB002563.4/2017	2017-01-08	MN299595	Switzerland	N
A/Basel/USB002564.4/2017	2017-01-08	MN299594	Switzerland	N
A/Basel/USB002566.4/2017	2017-01-08	MN299596	Switzerland	N
A/Basel/USB002571.4/2017	2017-01-09	MN299617	Switzerland	N
A/Basel/USB002572.4/2017	2017-01-09	MN299618	Switzerland	N
A/Basel/USB002574.4/2017	2017-01-09	MN299620	Switzerland	N
A/Basel/USB002576.4/2017	2017-01-09	MN299622	Switzerland	N
A/Basel/USB002588.4/2017	2017-01-10	MN299630	Switzerland	N
A/Basel/USB002590.4/2017	2017-01-11	MN299640	Switzerland	N
A/Basel/USB002591.4/2017	2017-01-10	MN299638	Switzerland	N
A/Basel/USB002592.4/2017	2017-01-10	MN299633	Switzerland	N
A/Basel/USB002595.4/2017	2017-01-10	MN299636	Switzerland	N
A/Basel/USB002598.4/2017	2017-01-10	MN299632	Switzerland	N
A/Basel/USB002599.4/2017	2017-01-11	MN299642	Switzerland	N
A/Basel/USB002600.4/2017	2017-01-11	MN299641	Switzerland	N
A/Basel/USB002603.4/2017	2017-01-11	MN299645	Switzerland	N
A/Basel/USB002604.4/2017	2017-01-11	MN299644	Switzerland	N
A/Basel/USB002605.4/2017	2017-01-11	MN299647	Switzerland	N
A/Basel/USB002607.4/2017	2017-01-11	MN299646	Switzerland	N
A/Basel/USB002611.4/2017	2017-01-12	MN299653	Switzerland	N
A/Basel/USB002614.4/2017	2017-01-11	MN299648	Switzerland	N
A/Basel/USB002615.4/2017	2017-01-11	MN299650	Switzerland	N
A/Basel/USB002616.4/2017	2017-01-12	MN299654	Switzerland	N
A/Basel/USB002618.4/2017	2017-01-12	MN299656	Switzerland	N
A/Basel/USB002623.4/2017	2017-01-12	MN299660	Switzerland	N
A/Basel/USB002625.4/2017	2017-01-12	MN299661	Switzerland	N
A/Basel/USB002647.4/2017	2017-01-13	MN299669	Switzerland	N
A/Basel/USB002648.4/2017	2017-01-13	MN299670	Switzerland	N
A/Basel/USB002650.4/2017	2017-01-13	MN299671	Switzerland	N
A/Basel/USB002652.4/2017	2017-01-13	MN299673	Switzerland	N
A/Basel/USB002653.4/2017	2017-01-13	MN299674	Switzerland	N
A/Basel/USB002654.4/2017	2017-01-13	MN299675	Switzerland	N
A/Basel/USB002673.4/2017	2017-01-14	MN299683	Switzerland	N
A/Basel/USB002677.4/2017	2017-01-14	MN299685	Switzerland	N
A/Basel/USB002678.4/2017	2017-01-14	MN299686	Switzerland	N
A/Basel/USB002684.4/2017	2017-01-15	MN299687	Switzerland	N
A/Basel/USB002697.4/2017	2017-01-15	MN299693	Switzerland	N
A/Basel/USB002698.4/2017	2017-01-16	MN299694	Switzerland	N
A/Basel/USB002699.4/2017	2017-01-16	MN299695	Switzerland	N
A/Basel/USB002710.4/2017	2017-01-17	MN299703	Switzerland	N
A/Basel/USB002717.4/2017	2017-01-17	MN299707	Switzerland	N
A/Basel/USB002718.4/2017	2017-01-17	MN299706	Switzerland	N
A/Basel/USB002722.4/2017	2017-01-17	MN299711	Switzerland	N
A/Basel/USB002726.4/2017	2017-01-17	MN299713	Switzerland	N
A/Basel/USB002729.4/2017	2017-01-17	MN299716	Switzerland	N
A/Basel/USB002732.4/2017	2017-01-17	MN299718	Switzerland	N
A/Basel/USB002733.4/2017	2017-01-17	MN299717	Switzerland	N
A/Basel/USB002756.4/2017	2017-01-19	MN299729	Switzerland	N
A/Basel/USB002757.4/2017	2017-01-19	MN299730	Switzerland	N
A/Basel/USB002758.4/2017	2017-01-19	MN299727	Switzerland	N
A/Basel/USB002759.4/2017	2017-01-19	MN299728	Switzerland	N
A/Basel/USB002760.4/2017	2017-01-19	MN299731	Switzerland	N
A/Basel/USB002762.4/2017	2017-01-19	MN299733	Switzerland	N
A/Basel/USB002763.4/2017	2017-01-19	MN299734	Switzerland	N
A/Basel/USB002764.4/2017	2017-01-20	MN299735	Switzerland	N
A/Basel/USB002767.4/2017	2017-01-20	MN299738	Switzerland	N
A/Basel/USB002770.4/2017	2017-01-20	MN299741	Switzerland	N
A/Basel/USB002776.4/2017	2017-01-22	MN299745	Switzerland	N
A/Basel/USB002777.4/2017	2017-01-23	MN299752	Switzerland	N
A/Basel/USB002778.4/2017	2017-01-23	MN299753	Switzerland	N
A/Basel/USB002779.4/2017	2017-01-22	MN299746	Switzerland	N
A/Basel/USB002817.4/2017	2017-01-22	MN299750	Switzerland	N
A/Basel/USB002819.4/2017	2017-01-23	MN299754	Switzerland	N
A/Basel/USB002826.4/2017	2017-01-23	MN299757	Switzerland	N
A/Basel/USB002828.4/2017	2017-01-23	MN299760	Switzerland	N
A/Basel/USB002835.4/2017	2017-01-24	MN299763	Switzerland	N
A/Basel/USB002838.4/2017	2017-01-25	MN299765	Switzerland	N
A/Basel/USB002841.4/2017	2017-01-25	MN299767	Switzerland	N
A/Basel/USB002842.4/2017	2017-01-25	MN299768	Switzerland	N
A/Basel/USB002843.4/2017	2017-01-25	MN299769	Switzerland	N
A/Basel/USB002845.4/2017	2017-01-26	MN299771	Switzerland	N
A/Basel/USB002846.4/2017	2017-01-26	MN299772	Switzerland	N
A/Basel/USB002852.4/2017	2017-01-26	MN299777	Switzerland	N
A/Basel/USB002864.4/2017	2017-01-27	MN299779	Switzerland	N
A/Basel/USB002867.4/2017	2017-01-27	MN299782	Switzerland	N
A/Basel/USB002868.4/2017	2017-01-27	MN299783	Switzerland	N
A/Basel/USB002870.4/2017	2017-01-28	MN299784	Switzerland	N
A/Basel/USB002872.4/2017	2017-01-28	MN299786	Switzerland	N
A/Basel/USB002873.4/2017	2017-01-28	MN299787	Switzerland	N
A/Basel/USB002874.4/2017	2017-01-28	MN299788	Switzerland	N
A/Basel/USB002877.4/2017	2017-01-31	MN299811	Switzerland	N
A/Basel/USB002878.4/2017	2017-01-31	MN299813	Switzerland	N
A/Basel/USB002885.4/2017	2017-01-28	MN299789	Switzerland	N
A/Basel/USB002886.4/2017	2017-01-28	MN299790	Switzerland	N
A/Basel/USB002888.4/2017	2017-01-28	MN299792	Switzerland	N
A/Basel/USB002889.4/2017	2017-01-29	MN299793	Switzerland	N
A/Basel/USB002891.4/2017	2017-01-29	MN299795	Switzerland	N
A/Basel/USB002895.4/2017	2017-01-30	MN299798	Switzerland	N
A/Basel/USB002900.4/2017	2017-01-30	MN299803	Switzerland	N
A/Basel/USB002913.4/2017	2017-01-31	MN299806	Switzerland	N
A/Basel/USB002915.4/2017	2017-01-31	MN299808	Switzerland	N
A/Basel/USB002916.4/2017	2017-01-31	MN299809	Switzerland	N
A/Basel/USB002920.4/2017	2017-01-31	MN299818	Switzerland	N
A/Basel/USB002921.4/2017	2017-02-01	MN299820	Switzerland	N
A/Basel/USB002922.4/2017	2017-02-01	MN299819	Switzerland	N
A/Basel/USB002923.4/2017	2017-02-01	MN299821	Switzerland	N
A/Basel/USB002960.4/2017	2017-02-02	MN299825	Switzerland	N
A/Basel/USB002962.4/2017	2017-02-02	MN299824	Switzerland	N
A/Basel/USB002964.4/2017	2017-02-02	MN299827	Switzerland	N
A/Basel/USB002970.4/2017	2017-02-03	MN299833	Switzerland	N
A/Basel/USB002973.4/2017	2017-02-03	MN299836	Switzerland	N
A/Basel/USB002975.4/2017	2017-02-03	MN299838	Switzerland	N
A/Basel/USB002977.4/2017	2017-02-03	MN299839	Switzerland	N
A/Basel/USB002980.4/2017	2017-02-04	MN299844	Switzerland	N
A/Basel/USB002984.4/2017	2017-02-03	MN299842	Switzerland	N
A/Basel/USB002985.4/2017	2017-02-03	MN299843	Switzerland	N
A/Basel/USB002986.4/2017	2017-02-04	MN299848	Switzerland	N
A/Basel/USB002987.4/2017	2017-02-04	MN299849	Switzerland	N
A/Basel/USB002991.4/2017	2017-02-04	MN299854	Switzerland	N
A/Basel/USB002992.4/2017	2017-02-04	MN299853	Switzerland	N
A/Basel/USB002994.4/2017	2017-02-04	MN299856	Switzerland	N
A/Basel/USB002995.4/2017	2017-02-05	MN299857	Switzerland	N
A/Basel/USB002996.4/2017	2017-02-05	MN299858	Switzerland	N
A/Basel/USB002997.4/2017	2017-02-05	MN299859	Switzerland	N
A/Basel/USB003009.4/2017	2017-02-05	MN299861	Switzerland	N
A/Basel/USB003011.4/2017	2017-02-06	MN299863	Switzerland	N
A/Basel/USB003013.4/2017	2017-02-06	MN299864	Switzerland	N
A/Basel/USB003014.4/2017	2017-02-06	MN299865	Switzerland	N
A/Basel/USB003026.4/2017	2017-02-07	MN299873	Switzerland	N
A/Basel/USB003035.4/2017	2017-02-08	MN299881	Switzerland	N
A/Basel/USB003036.4/2017	2017-02-08	MN299880	Switzerland	N
A/Basel/USB003038.4/2017	2017-02-09	MN299882	Switzerland	N
A/Basel/USB003044.4/2017	2017-02-09	MN299886	Switzerland	N
A/Basel/USB003105.4/2017	2017-02-11	MN299890	Switzerland	N
A/Basel/USB003106.4/2017	2017-02-11	MN299891	Switzerland	N
A/Basel/USB003107.4/2017	2017-02-11	MN299892	Switzerland	N
A/Basel/USB003111.4/2017	2017-02-12	MN299895	Switzerland	N
A/Basel/USB003113.4/2017	2017-02-13	MN299896	Switzerland	N
A/Basel/USB003115.4/2017	2017-02-13	MN299898	Switzerland	N
A/Basel/USB003116.4/2017	2017-02-13	MN299897	Switzerland	N
A/Basel/USB003118.4/2017	2017-02-14	MN299900	Switzerland	N
A/Basel/USB003119.4/2017	2017-02-14	MN299901	Switzerland	N
A/Basel/USB003123.4/2017	2017-02-15	MN299904	Switzerland	N
A/Basel/USB003124.4/2017	2017-02-16	MN299905	Switzerland	N
A/Basel/USB003125.4/2017	2017-02-17	MN299906	Switzerland	N
A/Basel/USB003126.4/2017	2017-02-17	MN299907	Switzerland	N
A/Basel/USB003129.4/2017	2017-02-17	MN299908	Switzerland	N
A/Basel/USB003130.4/2017	2017-02-18	MN299909	Switzerland	N
A/Basel/USB003294.4/2017	2017-02-19	MN299911	Switzerland	N
A/Basel/USB003295.4/2017	2017-02-19	MN299912	Switzerland	N
A/Basel/USB003297.4/2017	2017-02-20	MN299914	Switzerland	N
A/Basel/USB003298.4/2017	2017-02-20	MN299913	Switzerland	N
A/Basel/USB003303.4/2017	2017-02-22	MN299919	Switzerland	N
A/Basel/USB003304.4/2017	2017-02-23	MN299920	Switzerland	N
A/Basel/USB003305.4/2017	2017-02-24	MN299921	Switzerland	N
A/Basel/USB003307.4/2017	2017-02-25	MN299923	Switzerland	N
A/Basel/USB003308.4/2017	2017-02-25	MN299924	Switzerland	N
A/Basel/USB003310.4/2017	2017-02-28	MN299926	Switzerland	N
A/Basel/USB003311.4/2017	2017-03-01	MN299927	Switzerland	N
A/Basel/USB003315.4/2017	2017-03-08	MN299929	Switzerland	N
A/Basel/USB003316.4/2017	2017-03-11	MN299930	Switzerland	N
A/Basel/USB003317.4/2017	2017-03-12	MN299931	Switzerland	N
A/Basel/USB003318.4/2017	2017-03-12	MN299932	Switzerland	N
A/Basel/USB003319.4/2017	2017-03-13	MN299933	Switzerland	N
A/Basel/USB003323.4/2017	2017-03-22	MN299934	Switzerland	N
A/Basel/USB003324.4/2017	2017-03-22	MN299935	Switzerland	N
A/Basel/USB003327.4/2017	2017-04-05	MN299936	Switzerland	N
A/Basel/USB003329.4/2016	2016-11-30	MN299375	Switzerland	N
A/Basel/USB003332.4/2016	2016-12-27	MN299377	Switzerland	N
A/Basel/USB003341.4/2016	2016-12-27	MN299378	Switzerland	N
A/Basel/USB003345.4/2016	2016-12-28	MN299382	Switzerland	N
A/Basel/USB003348.4/2016	2016-12-30	MN299385	Switzerland	N
A/Basel/USB003356.4/2017	2017-01-04	MN299393	Switzerland	N
A/Basel/USB003358.4/2017	2017-01-05	MN299395	Switzerland	N
A/Basel/USB003359.4/2017	2017-01-05	MN299396	Switzerland	N
A/Basel/USB003362.4/2017	2017-01-06	MN299399	Switzerland	N
A/Basel/USB003366.4/2017	2017-01-09	MN299402	Switzerland	N
A/Basel/USB003369.4/2017	2017-01-11	MN299405	Switzerland	N
A/Basel/USB003420.4/2017	2017-01-17	MN299419	Switzerland	N
A/Basel/USB003421.4/2017	2017-01-18	MN299420	Switzerland	N
A/Basel/USB003425.4/2017	2017-01-19	MN299424	Switzerland	N
A/Basel/USB003427.4/2017	2017-01-21	MN299425	Switzerland	N
A/Basel/USB003428.4/2017	2017-01-21	MN299426	Switzerland	N
A/Basel/USB003431.4/2017	2017-01-23	MN299429	Switzerland	N
A/Basel/USB003433.4/2017	2017-01-23	MN299430	Switzerland	N
A/Basel/USB003434.4/2017	2017-01-25	MN299431	Switzerland	N
A/Basel/USB003435.4/2017	2017-01-26	MN299432	Switzerland	N
A/Basel/USB003448.4/2017	2017-02-01	MN299443	Switzerland	N
A/Basel/USB003476.4/2017	2017-02-02	MN299448	Switzerland	N
A/Basel/USB003497.4/2017	2017-02-03	MN299449	Switzerland	N
A/Basel/USB003500.4/2017	2017-02-04	MN299452	Switzerland	N
